Format: Draw Number,Draw Date (yyyymmdd),Winning Number 1,2,3,4,5,6,Supplementary 1,2,Division 1,2,3,4,5,6
953,19900908,15,18,45,43,5,11,27,20
955,19900915,3,36,8,37,41,9,39,18
957,19900922,21,10,27,12,43,6,34,4
959,19900929,44,30,23,3,26,41,17,20
961,19901006,31,16,5,10,33,22,21,42
963,19901013,39,5,8,16,22,40,24,30
965,19901020,8,3,21,25,10,11,45,40
967,19901027,44,45,26,2,19,33,32,42
969,19901103,43,33,12,37,28,36,16,20
971,19901110,28,16,5,4,8,15,31,42
973,19901117,25,42,17,18,20,36,15,38
975,19901124,26,6,29,33,5,12,11,36
977,19901201,34,28,16,8,20,30,10,40
979,19901208,28,26,40,11,29,30,20,17
981,19901215,4,39,6,3,2,14,38,25
983,19901222,29,42,19,43,14,39,9,4
985,19901229,13,34,18,15,20,19,10,25
987,19910105,5,41,24,1,31,20,2,40
989,19910112,36,10,1,3,34,5,31,15
991,19910119,9,42,7,30,4,2,34,14
993,19910126,14,5,19,35,37,2,3,8
995,19910202,19,4,16,20,13,23,44,41
997,19910209,20,40,22,27,37,32,23,38
999,19910216,9,14,41,21,2,26,34,29
1001,19910223,1,32,15,11,16,22,9,14
1003,19910302,35,37,9,10,36,1,11,44
1005,19910309,28,8,39,14,26,19,15,31
1007,19910316,41,45,31,21,19,5,11,30
1009,19910323,27,23,4,31,16,2,26,13
1011,19910330,21,31,2,16,13,1,6,15
1013,19910406,26,36,19,45,3,29,43,8
1015,19910413,1,15,24,5,12,19,23,29
1017,19910420,45,2,12,41,37,5,21,14
1019,19910427,28,41,37,4,45,42,7,3
1021,19910504,29,1,14,37,30,17,25,45
1023,19910511,7,45,28,43,19,8,4,1
1025,19910518,35,17,16,42,18,22,4,36
1027,19910525,41,33,42,19,20,32,23,31
1029,19910601,17,3,22,11,31,24,1,5
1031,19910608,24,4,43,21,9,15,40,32
1033,19910615,9,36,45,11,12,44,28,33
1035,19910622,11,21,40,45,25,13,41,22
1037,19910629,43,15,32,14,13,35,6,2
1039,19910706,22,16,36,34,7,9,33,45
1041,19910713,21,45,26,15,4,11,30,34
1043,19910720,19,2,8,1,45,26,5,20
1045,19910727,16,1,22,34,21,13,43,35
1047,19910803,19,31,16,43,22,17,29,39
1049,19910810,34,20,36,40,29,38,39,10
1051,19910817,24,12,45,34,6,18,16,28
1053,19910824,8,27,17,33,6,45,32,9
1055,19910831,25,3,33,27,17,11,14,2
1057,19910907,8,31,26,30,41,20,9,42
1059,19910914,29,9,37,28,14,33,20,24
1061,19910921,33,21,40,35,38,16,10,19
