Draw Number, Draw Date, Col1, Col2, Col3, Col4, Col5, Col6, Powerball, Div1, Div2, Div3, Div4, Div5, Div6, Div7, Div8
"146","19990304","4","14","35","9","41","-","6","$0.00","$117,238.55","$5,608.75","$114.45","$55.65","$20.85","$10.55"
"147","19990311","35","40","8","11","21","-","24","$0.00","$43,904.45","$4,405.75","$94.45","$46.95","$19.85","$9.85"
"148","19990318","41","43","38","39","34","-","29","$8,031,354.73","$45,306.80","$4,475.40","$106.25","$48.00","$21.10","$10.55"
"149","19990325","13","6","9","44","16","-","42","$1,499,234.65","$39,957.90","$5,219.00","$109.85","$52.95","$21.40","$10.20"
"150","19990401","37","44","27","7","18","-","39","$0.00","$62,388.95","$4,278.10","$102.30","$43.90","$21.10","$9.15"
"151","19990408","6","28","23","37","20","-","44","$0.00","$30,814.75","$4,371.75","$94.45","$48.40","$19.05","$9.70"
"152","19990415","10","2","29","6","9","-","2","$2,500,000.00","$32,533.30","$2,916.15","$86.25","$36.00","$19.25","$8.40"
"153","19990422","18","26","41","31","7","-","6","$0.00","$50,533.80","$6,243.55","$119.45","$55.45","$21.40","$10.45"
"154","19990429","1","15","28","34","18","-","45","$3,000,000.00","$46,989.60","$4,296.20","$100.75","$50.80","$19.45","$10.10"
"155","19990506","12","24","18","25","23","-","39","$1,327,627.11","$49,637.20","$3,490.95","$109.15","$47.50","$21.60","$9.25"
"156","19990513","10","45","34","9","33","-","6","$0.00","$72,004.35","$4,902.40","$127.75","$62.25","$21.90","$11.85"
"157","19990520","39","37","43","33","2","-","3","$3,000,000.00","$68,648.90","$7,384.10","$122.00","$59.05","$22.55","$11.50"
"158","19990527","23","41","1","25","9","-","23","$0.00","$30,664.95","$5,470.55","$108.35","$49.55","$20.85","$10.20"
"159","19990603","12","5","8","45","33","-","14","$0.00","$101,457.25","$6,441.75","$108.95","$45.80","$21.40","$10.05"
"160","19990610","41","2","12","7","20","-","13","$0.00","$63,405.95","$4,459.30","$86.65","$51.20","$16.80","$9.80"
"161","19990617","39","5","15","43","40","-","20","$7,000,000.00","$81,507.55","$5,104.20","$108.75","$59.35","$19.45","$10.95"
"162","19990624","38","28","10","27","2","-","20","$681,588.57","$50,927.35","$4,014.00","$81.70","$48.95","$17.10","$9.45"
"163","19990701","16","12","20","30","23","-","16","$0.00","$48,695.55","$5,059.30","$100.20","$42.95","$20.75","$9.15"
"164","19990708","12","28","2","19","22","-","43","$1,500,000.00","$27,543.25","$3,934.75","$94.65","$33.00","$19.90","$7.90"
"165","19990715","35","27","7","33","32","-","26","$0.00","$78,202.20","$5,107.10","$113.00","$54.20","$21.25","$10.20"
"166","19990722","45","44","26","29","30","-","45","$0.00","$41,243.75","$5,328.40","$109.60","$58.90","$20.90","$11.45"
"167","19990729","2","16","34","13","17","-","31","$0.00","$37,167.25","$5,449.85","$113.05","$57.60","$21.50","$10.30"
"168","19990805","25","23","14","15","24","-","3","$7,000,000.00","$35,892.65","$3,574.05","$97.95","$48.30","$20.25","$9.95"
"169","19990812","20","12","41","30","17","-","37","$0.00","$43,418.35","$5,198.40","$112.50","$55.75","$22.45","$10.20"
"170","19990819","45","39","23","35","11","-","4","$3,000,000.00","$45,346.25","$6,706.65","$106.55","$53.65","$20.80","$10.55"
"171","19990826","43","16","39","31","44","-","40","$0.00","$64,948.40","$7,166.70","$124.40","$66.00","$22.20","$12.05"
"172","19990902","37","44","3","2","41","-","11","$0.00","$52,190.90","$9,176.40","$117.15","$64.70","$20.15","$12.10"
"173","19990909","40","4","22","33","19","-","28","$5,000,000.00","$48,112.05","$6,998.10","$101.00","$51.10","$19.35","$10.10"
"174","19990916","5","18","16","43","7","-","6","$0.00","$93,032.40","$5,063.00","$107.25","$57.70","$20.10","$9.95"
"175","19990923","45","20","19","39","26","-","18","$0.00","$64,684.10","$7,168.45","$107.70","$59.05","$19.55","$10.80"
"176","19990930","29","16","5","14","20","-","45","$0.00","$35,375.95","$5,106.90","$98.25","$48.60","$18.95","$9.45"
"177","19991007","11","30","32","22","19","-","19","$0.00","$53,570.40","$4,011.20","$91.20","$48.20","$18.50","$9.65"
"178","19991014","7","35","26","18","22","-","11","$5,000,000.00","$18,230.05","$3,341.55","$85.50","$45.65","$17.45","$9.60"
"179","19991021","16","32","17","5","33","-","27","$0.00","$32,013.95","$6,456.60","$96.85","$49.40","$19.20","$10.75"
"180","19991028","35","23","34","18","16","-","13","$0.00","$90,467.20","$6,203.45","$97.70","$55.70","$18.45","$10.60"
"181","19991104","17","27","4","28","29","-","43","$0.00","$58,327.90","$5,057.00","$100.10","$41.10","$20.85","$8.85"
"182","19991111","24","12","22","15","17","-","26","$0.00","$44,641.85","$4,317.00","$89.50","$48.20","$18.70","$9.65"
"183","19991118","38","35","9","5","33","-","29","$0.00","$69,966.70","$5,711.55","$104.75","$53.05","$20.15","$10.35"
"184","19991125","31","29","3","8","15","-","31","$6,666,666.67","$54,837.70","$5,708.70","$100.40","$49.90","$20.15","$9.60"
"185","19991202","30","20","39","36","8","-","39","$0.00","$75,309.05","$5,477.00","$108.50","$51.20","$20.85","$10.00"
"186","19991209","35","45","13","31","33","-","31","$3,000,000.00","$285,676.35","$6,697.15","$116.05","$51.95","$22.60","$10.45"
"187","19991216","15","17","14","43","1","-","18","$0.00","$37,774.65","$9,760.40","$106.70","$60.60","$20.70","$11.35"
"188","19991223","37","45","25","35","41","-","45","$0.00","$35,595.35","$4,520.05","$90.65","$51.35","$19.60","$10.65"
"189","19991230","37","23","26","41","44","-","33","$0.00","$51,799.60","$4,201.25","$109.30","$53.70","$21.65","$11.00"
"190","20000106","7","2","8","45","27","-","16","$0.00","$53,718.60","$5,798.20","$105.60","$50.05","$21.00","$9.60"
"191","20000113","15","28","39","19","24","-","15","$0.00","$40,562.40","$4,795.55","$104.50","$49.30","$19.90","$9.70"
"192","20000120","25","7","36","10","4","-","5","$7,500,000.00","$48,363.00","$4,913.05","$95.25","$48.45","$19.20","$9.75"
"193","20000127","40","7","17","23","15","-","28","$0.00","$64,911.80","$4,092.95","$88.70","$44.55","$18.35","$9.30"
"194","20000203","27","8","17","29","16","-","2","$0.00","$34,756.70","$4,237.00","$94.85","$41.65","$19.95","$8.90"
"195","20000210","14","39","17","24","12","-","36","$0.00","$50,349.45","$5,114.85","$108.80","$55.80","$20.80","$10.35"
"196","20000217","9","45","5","12","40","-","10","$9,000,000.00","$38,142.25","$4,795.05","$106.10","$52.40","$19.55","$10.40"
"197","20000224","6","26","44","28","42","-","8","$0.00","$80,723.85","$4,710.95","$109.55","$56.70","$20.15","$11.30"
"198","20000302","13","11","3","38","19","-","35","$0.00","$59,640.85","$3,608.50","$80.25","$35.70","$18.75","$7.80"
"199","20000309","39","45","8","32","13","-","26","$0.00","$61,557.25","$4,466.75","$113.50","$55.55","$21.15","$11.15"
"200","20000316","29","6","44","16","3","-","32","$0.00","$51,576.15","$4,715.55","$114.60","$56.40","$22.60","$10.45"
"201","20000323","8","29","26","18","17","-","20","$6,000,000.00","$20,594.90","$3,611.95","$90.30","$46.80","$18.00","$9.30"
"202","20000330","33","42","4","28","30","-","17","$0.00","$44,409.25","$3,929.30","$90.55","$61.10","$18.35","$11.15"
"203","20000406","38","25","17","14","27","-","40","$0.00","$35,581.45","$5,950.90","$105.15","$51.70","$21.05","$9.75"
"204","20000413","44","23","31","13","5","-","45","$0.00","$74,789.30","$4,807.90","$98.00","$47.90","$18.65","$9.75"
"205","20000420","20","25","15","14","1","-","3","$0.00","$45,386.70","$4,820.30","$97.05","$45.05","$20.40","$9.60"
"206","20000427","22","39","33","45","37","-","7","$12,000,000.00","$63,016.35","$5,144.20","$105.30","$50.85","$19.95","$10.20"
"207","20000504","34","21","38","35","3","-","30","$0.00","$53,104.95","$7,356.55","$107.05","$53.60","$21.35","$10.35"
"208","20000511","10","19","21","17","37","-","2","$3,035,013.88","$37,598.55","$4,508.30","$99.25","$47.20","$20.15","$8.90"
"209","20000518","44","23","2","30","1","-","12","$0.00","$72,160.80","$6,597.55","$108.35","$59.85","$20.40","$11.55"
"210","20000525","26","20","24","17","7","-","31","$0.00","$37,224.25","$4,254.20","$91.30","$46.20","$19.10","$9.05"
"211","20000601","12","39","45","20","34","-","34","$5,000,000.00","$68,499.60","$4,892.85","$106.80","$55.70","$22.25","$10.55"
"212","20000608","26","5","13","31","20","-","2","$0.00","$30,509.50","$4,851.20","$93.80","$38.70","$20.40","$8.60"
"213","20000615","15","45","13","39","40","-","26","$0.00","$50,268.30","$4,889.30","$99.25","$61.30","$20.90","$11.15"
"214","20000622","35","44","14","43","21","-","38","$0.00","$58,756.50","$5,793.35","$124.25","$56.45","$23.20","$10.55"
"215","20000629","9","21","30","3","24","-","27","$0.00","$31,823.05","$4,232.05","$91.35","$46.05","$18.55","$9.70"
